CUSTOMER_ID,cluster
204420,-1
198987,-1
142217,-1
184229,-1
181730,-1
180586,-1
152800,-1
168552,-1
190707,-1
172723,-1
170814,-1
184617,-1
198175,-1
198995,-1
162399,-1
148544,-1
149040,-1
166280,-1
193055,-1
148771,-1
189423,-1
182066,-1
136560,-1
154710,-1
185751,-1
175155,-1
151825,-1
189870,-1
180077,-1
181727,-1
193331,-1
194989,-1
175123,-1
180260,-1
197694,-1
204663,-1
194164,-1
183333,-1
200314,-1
170988,-1
194739,-1
195698,-1
193809,-1
17627,-1
178179,-1
173717,-1
142678,-1
162400,-1
186661,-1
197954,-1
145323,-1
158271,-1
1897419,-1
164150,-1
172473,-1
195234,-1
203505,-1
167712,-1
156392,-1
156576,-1
49261,-1
153455,-1
172518,-1
203420,-1
167501,-1
204395,-1
169760,-1
173347,-1
189072,-1
138777,-1
177949,-1
202155,-1
174927,-1
140693,-1
154660,-1
147354,-1
162350,-1
170473,-1
177119,-1
178101,-1
193384,-1
152452,-1
168874,-1
200967,-1
201506,-1
187149,-1
155718,-1
146713,-1
197932,-1
169319,-1
200716,-1
164692,-1
142571,-1
156599,-1
150324,-1
160994,-1
155927,-1
173993,-1
166292,-1
158641,-1
405221,-1
204468,-1
141033,-1
176282,-1
178713,-1
184609,-1
137937,-1
205697,-1
140220,-1
193769,-1
196390,-1
178876,-1
205728,-1
195145,-1
200208,-1
188262,-1
190564,-1
171208,-1
175821,-1
165794,-1
1196049,-1
138202,-1
199927,-1
139192,-1
146081,-1
202191,-1
136910,-1
184785,-1
196430,-1
174201,-1
1490277,-1
202195,-1
201161,-1
195198,-1
176549,-1
140299,-1
180076,-1
199744,-1
200675,-1
149175,-1
182052,-1
187206,-1
155939,-1
175561,-1
167418,-1
175475,-1
201875,-1
184989,-1
185732,-1
195662,-1
202812,-1
182884,-1
180361,-1
151903,-1
144235,-1
204879,-1
185544,-1
150652,-1
173326,-1
172268,-1
455387,-1
165335,-1
156581,-1
190286,-1
149900,-1
170076,-1
164941,-1
200336,-1
139189,-1
152364,-1
177006,-1
200962,-1
160064,-1
153476,-1
206006,-1
175463,-1
150414,-1
199040,-1
144333,-1
202200,-1
149167,-1
200686,-1
146082,-1
181544,-1
154664,-1
141527,-1
1282222,-1
159077,-1
158987,-1
145783,-1
205629,-1
192376,-1
149777,-1
168858,-1
184994,-1
194994,-1
152535,-1
192883,-1
136958,-1
144278,-1
201191,-1
175834,-1
175781,-1
1897125,-1
184262,-1
181965,-1
156589,-1
186082,-1
161508,-1
150854,-1
138921,-1
198726,-1
177287,-1
138810,-1
193861,-1
139169,-1
183295,-1
177272,-1
181560,-1
165473,-1
198203,-1
1898386,-1
195108,-1
164203,-1
169631,-1
203844,-1
137410,-1
183115,-1
146877,-1
190193,-1
163536,-1
175779,-1
153819,-1
175157,-1
145041,-1
156887,-1
161256,-1
145175,-1
138727,-1
181850,-1
195470,-1
182909,-1
166305,-1
137021,-1
196228,-1
167443,-1
161624,-1
